Owner,year,production,emissions
Guangxi Shenglong Metallurgical Co Ltd,2029,8022.0599999999995,16846.326
Guangxi Shenglong Metallurgical Co Ltd,2030,8022.0599999999995,16846.326
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2020,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2021,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2022,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2023,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2024,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2025,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2026,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2027,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2028,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2029,1095.0,547.5
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,2030,1095.0,547.5
Guilin Pinggang Iron and Steel Co Ltd,2020,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2021,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2022,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2023,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2024,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2025,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2026,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2027,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2028,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2029,876.0,438.0
Guilin Pinggang Iron and Steel Co Ltd,2030,876.0,438.0
Guizhou Ganglian Industrial Group Co Ltd,2020,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2021,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2022,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2023,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2024,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2025,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2026,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2027,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2028,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2029,967.25,483.625
Guizhou Ganglian Industrial Group Co Ltd,2030,967.25,483.625
Guizhou Hexing Metal Products Co Ltd,2020,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2021,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2022,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2023,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2024,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2025,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2026,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2027,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2028,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2029,365.0,182.5
Guizhou Hexing Metal Products Co Ltd,2030,365.0,182.5
Guizhou United Steel (Group) Co Ltd,2020,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2021,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2022,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2023,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2024,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2025,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2026,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2027,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2028,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2029,1452.7,726.35
Guizhou United Steel (Group) Co Ltd,2030,1452.7,726.35
HBIS Laoting Steel Co Ltd,2020,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2021,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2022,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2023,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2024,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2025,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2026,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2027,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2028,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2029,6109.0,12828.9
HBIS Laoting Steel Co Ltd,2030,6109.0,12828.9
Hanshan Iron and Steel Co Ltd,2022,3680.16,7728.336
Hanshan Iron and Steel Co Ltd,2023,3680.16,7728.336
Hanshan Iron and Steel Co Ltd,2024,3680.16,7728.336
Hanshan Iron and Steel Co Ltd,2025,3680.16,7728.336
Hanshan Iron and Steel Co Ltd,2026,3680.16,7728.336
Hanshan Iron and Steel Co Ltd,2027,3680.16,7728.336
Hanshan Iron and Steel Co Ltd,2028,3680.16,7728.336
Hanshan Iron and Steel Co Ltd,2029,3680.16,7728.336
Hanshan Iron and Steel Co Ltd,2030,3680.16,7728.336
Hbzx HIGH Tech Co Ltd,2023,1314.0,657.0
Hbzx HIGH Tech Co Ltd,2024,1314.0,657.0
Hbzx HIGH Tech Co Ltd,2025,1314.0,657.0
Hbzx HIGH Tech Co Ltd,2026,1314.0,657.0
Hbzx HIGH Tech Co Ltd,2027,1314.0,657.0
Hbzx HIGH Tech Co Ltd,2028,1314.0,657.0
Hbzx HIGH Tech Co Ltd,2029,1314.0,657.0
Hbzx HIGH Tech Co Ltd,2030,1314.0,657.0
Hebei Anfeng Iron & Steel Co Ltd,2020,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2021,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2022,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2023,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2024,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2025,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2026,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2027,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2028,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2029,5822.0,12226.2
Hebei Anfeng Iron & Steel Co Ltd,2030,5822.0,12226.2
Hebei Donghai SPECIAL Steel Group Co Ltd,2020,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2021,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2022,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2023,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2024,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2025,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2026,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2027,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2028,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2029,8200.82,17221.722
Hebei Donghai SPECIAL Steel Group Co Ltd,2030,8200.82,17221.722
Hebei Huaxi Special Steel Co Ltd,2021,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2022,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2023,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2024,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2025,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2026,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2027,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2028,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2029,1495.6799999999998,3140.928
Hebei Huaxi Special Steel Co Ltd,2030,1495.6799999999998,3140.928
Hebei Huaxin Special Steel Co Ltd,2021,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2022,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2023,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2024,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2025,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2026,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2027,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2028,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2029,1107.0,2324.7000000000003
Hebei Huaxin Special Steel Co Ltd,2030,1107.0,2324.7000000000003
Hebei Jinxi Iron & Steel Group Co Ltd,2020,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2021,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2022,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2023,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2024,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2025,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2026,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2027,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2028,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2029,4100.0,8610.0
Hebei Jinxi Iron & Steel Group Co Ltd,2030,4100.0,8610.0
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2020,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2021,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2022,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2023,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2024,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2025,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2026,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2027,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2028,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2029,547.5,273.75
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,2030,547.5,273.75
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2020,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2021,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2022,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2023,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2024,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2025,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2026,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2027,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2028,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2029,0.0,0.0
Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,2030,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2020,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2021,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2022,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2023,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2024,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2025,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2026,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2027,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2028,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2029,0.0,0.0
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,2030,0.0,0.0
Hebei Puyang Iron and Steel Co Ltd,2020,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2021,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2022,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2023,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2024,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2025,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2026,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2027,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2028,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2029,4564.94,9586.374
Hebei Puyang Iron and Steel Co Ltd,2030,4564.94,9586.374
Hebei Rongxin Iron & Steel Co Ltd,2020,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2021,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2022,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2023,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2024,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2025,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2026,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2027,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2028,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2029,1886.0,3960.6000000000004
Hebei Rongxin Iron & Steel Co Ltd,2030,1886.0,3960.6000000000004
Hebei Taihang Iron and Steel Group Co Ltd,2021,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2022,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2023,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2024,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2025,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2026,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2027,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2028,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2029,3239.0,6801.900000000001
Hebei Taihang Iron and Steel Group Co Ltd,2030,3239.0,6801.900000000001
Hebei Tangyin IRON&STEEL Co Ltd,2020,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2021,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2022,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2023,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2024,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2025,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2026,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2027,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2028,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2029,1886.0,3960.6000000000004
Hebei Tangyin IRON&STEEL Co Ltd,2030,1886.0,3960.6000000000004
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2022,2487.8799999999997,5224.548
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2023,2487.8799999999997,5224.548
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2024,2487.8799999999997,5224.548
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2025,2487.8799999999997,5224.548
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2026,2487.8799999999997,5224.548
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2027,2487.8799999999997,5224.548
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2028,2487.8799999999997,5224.548
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2029,2487.8799999999997,5224.548
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,2030,2487.8799999999997,5224.548
Hebei Xinda Iron and Steel Co Ltd,2020,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2021,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2022,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2023,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2024,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2025,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2026,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2027,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2028,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2029,4100.0,8610.0
Hebei Xinda Iron and Steel Co Ltd,2030,4100.0,8610.0
Hebei Xinjin Iron and Steel Co Ltd,2020,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2021,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2022,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2023,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2024,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2025,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2026,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2027,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2028,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2029,2214.0,4649.400000000001
Hebei Xinjin Iron and Steel Co Ltd,2030,2214.0,4649.400000000001
Hebei Xinxing Ductile Iron Pipes Co Ltd,2020,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2021,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2022,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2023,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2024,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2025,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2026,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2027,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2028,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2029,2050.0,4305.0
Hebei Xinxing Ductile Iron Pipes Co Ltd,2030,2050.0,4305.0
Hebei Yanshan Iron and Steel Group Co Ltd,2020,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2021,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2022,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2023,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2024,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2025,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2026,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2027,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2028,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2029,8191.799999999999,17202.78
Hebei Yanshan Iron and Steel Group Co Ltd,2030,8191.799999999999,17202.78
Hebei YongYang Special Steel Group Co Ltd,2020,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2021,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2022,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2023,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2024,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2025,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2026,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2027,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2028,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2029,983.9999999999999,2066.3999999999996
Hebei YongYang Special Steel Group Co Ltd,2030,983.9999999999999,2066.3999999999996
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2020,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2021,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2022,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2023,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2024,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2025,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2026,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2027,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2028,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2029,6314.0,13259.400000000001
Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,2030,6314.0,13259.400000000001
Heilongjiang Jianlong Iron and Steel Co Ltd,2020,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2021,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2022,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2023,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2024,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2025,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2026,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2027,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2028,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2029,1640.82,3445.722
Heilongjiang Jianlong Iron and Steel Co Ltd,2030,1640.82,3445.722
Hejin Huaxinyuan Steel & Iron Co Ltd,2020,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2021,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2022,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2023,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2024,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2025,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2026,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2027,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2028,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2029,943.0,1980.3000000000002
Hejin Huaxinyuan Steel & Iron Co Ltd,2030,943.0,1980.3000000000002
Henan Angang Zhoukou Iron and Steel Co Ltd,2021,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2022,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2023,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2024,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2025,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2026,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2027,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2028,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2029,1435.0,3013.5
Henan Angang Zhoukou Iron and Steel Co Ltd,2030,1435.0,3013.5
Henan Fengbao SPECIAL Steel Co Ltd,2020,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2021,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2022,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2023,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2024,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2025,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2026,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2027,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2028,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2029,0.0,0.0
Henan Fengbao SPECIAL Steel Co Ltd,2030,0.0,0.0
Henan Jiyuan Iron & Steel (Group) Co Ltd,2020,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2021,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2022,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2023,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2024,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2025,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2026,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2027,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2028,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2029,2810.96,5903.0160000000005
Henan Jiyuan Iron & Steel (Group) Co Ltd,2030,2810.96,5903.0160000000005
Henan Xinjinhui Stainless Steel Industry Co Ltd,2020,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2021,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2022,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2023,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2024,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2025,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2026,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2027,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2028,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2029,657.0,328.5
Henan Xinjinhui Stainless Steel Industry Co Ltd,2030,657.0,328.5
Henan YAXIN Steel Industry Co Ltd,2020,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2021,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2022,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2023,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2024,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2025,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2026,820.0,1722.0
