Owner,year,production,emissions
Henan YAXIN Steel Industry Co Ltd,2027,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2028,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2029,820.0,1722.0
Henan YAXIN Steel Industry Co Ltd,2030,820.0,1722.0
Hengyang Valin Steel Tube Co Ltd,2020,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2021,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2022,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2023,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2024,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2025,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2026,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2027,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2028,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2029,949.0,474.5
Hengyang Valin Steel Tube Co Ltd,2030,949.0,474.5
Heping Yueshen Steel Industrial Co Ltd,2020,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2021,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2022,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2023,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2024,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2025,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2026,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2027,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2028,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2029,1022.0,511.0
Heping Yueshen Steel Industrial Co Ltd,2030,1022.0,511.0
Heyuan Derun Steel Co Ltd,2023,1204.5,602.25
Heyuan Derun Steel Co Ltd,2024,1204.5,602.25
Heyuan Derun Steel Co Ltd,2025,1204.5,602.25
Heyuan Derun Steel Co Ltd,2026,1204.5,602.25
Heyuan Derun Steel Co Ltd,2027,1204.5,602.25
Heyuan Derun Steel Co Ltd,2028,1204.5,602.25
Heyuan Derun Steel Co Ltd,2029,1204.5,602.25
Heyuan Derun Steel Co Ltd,2030,1204.5,602.25
Hezhou Xindu Sanyuan Casting Co Ltd,2020,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2021,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2022,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2023,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2024,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2025,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2026,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2027,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2028,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2029,569.4,284.7
Hezhou Xindu Sanyuan Casting Co Ltd,2030,569.4,284.7
Hezhou Zhaoxin Hardware Products Co Ltd,2020,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2021,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2022,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2023,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2024,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2025,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2026,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2027,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2028,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2029,547.5,273.75
Hezhou Zhaoxin Hardware Products Co Ltd,2030,547.5,273.75
Honghe Iron and Steel Co Ltd,2020,0.0,0.0
Honghe Iron and Steel Co Ltd,2021,0.0,0.0
Honghe Iron and Steel Co Ltd,2022,0.0,0.0
Honghe Iron and Steel Co Ltd,2023,0.0,0.0
Honghe Iron and Steel Co Ltd,2024,0.0,0.0
Honghe Iron and Steel Co Ltd,2025,0.0,0.0
Honghe Iron and Steel Co Ltd,2026,0.0,0.0
Honghe Iron and Steel Co Ltd,2027,0.0,0.0
Honghe Iron and Steel Co Ltd,2028,0.0,0.0
Honghe Iron and Steel Co Ltd,2029,0.0,0.0
Honghe Iron and Steel Co Ltd,2030,0.0,0.0
Houying Group Haicheng Iron and Steel Co Ltd,2020,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2021,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2022,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2023,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2024,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2025,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2026,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2027,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2028,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2029,1640.0,3444.0
Houying Group Haicheng Iron and Steel Co Ltd,2030,1640.0,3444.0
Huahong Iron and Steel Products Co Ltd,2020,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2021,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2022,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2023,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2024,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2025,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2026,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2027,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2028,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2029,876.0,438.0
Huahong Iron and Steel Products Co Ltd,2030,876.0,438.0
Huainan Hongtai Steel Limited Liability Co,2020,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2021,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2022,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2023,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2024,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2025,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2026,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2027,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2028,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2029,365.0,182.5
Huainan Hongtai Steel Limited Liability Co,2030,365.0,182.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2020,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2021,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2022,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2023,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2024,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2025,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2026,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2027,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2028,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2029,2665.0,5596.5
Hubei Jinshenglan Metallurgical Technology Co Ltd,2030,2665.0,5596.5
Hubei Lijin Steel Group Co Ltd,2020,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2021,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2022,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2023,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2024,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2025,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2026,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2027,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2028,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2029,1460.0,730.0
Hubei Lijin Steel Group Co Ltd,2030,1460.0,730.0
Hubei Shunle Iron and Steel Co Ltd,2023,1460.0,730.0
Hubei Shunle Iron and Steel Co Ltd,2024,1460.0,730.0
Hubei Shunle Iron and Steel Co Ltd,2025,1460.0,730.0
Hubei Shunle Iron and Steel Co Ltd,2026,1460.0,730.0
Hubei Shunle Iron and Steel Co Ltd,2027,1460.0,730.0
Hubei Shunle Iron and Steel Co Ltd,2028,1460.0,730.0
Hubei Shunle Iron and Steel Co Ltd,2029,1460.0,730.0
Hubei Shunle Iron and Steel Co Ltd,2030,1460.0,730.0
Hubei Xinxin Steel Group Co Ltd; natural person(s),2020,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2021,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2022,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2023,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2024,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2025,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2026,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2027,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2028,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2029,983.9999999999999,2066.3999999999996
Hubei Xinxin Steel Group Co Ltd; natural person(s),2030,983.9999999999999,2066.3999999999996
Hunan Valin Lianyuan Iron and Steel Co Ltd,2020,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2021,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2022,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2023,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2024,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2025,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2026,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2027,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2028,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2029,12464.0,26174.4
Hunan Valin Lianyuan Iron and Steel Co Ltd,2030,12464.0,26174.4
Inner Mongolia BaoTou Steel Union Co Ltd,2020,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2021,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2022,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2023,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2024,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2025,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2026,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2027,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2028,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2029,12800.199999999999,26880.42
Inner Mongolia BaoTou Steel Union Co Ltd,2030,12800.199999999999,26880.42
Inner Mongolia Desheng Metal Products Co Ltd,2020,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2021,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2022,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2023,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2024,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2025,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2026,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2027,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2028,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2029,1107.0,2324.7000000000003
Inner Mongolia Desheng Metal Products Co Ltd,2030,1107.0,2324.7000000000003
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2020,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2021,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2022,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2023,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2024,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2025,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2026,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2027,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2028,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2029,1640.0,3444.0
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,2030,1640.0,3444.0
JiLin Province Xinda Steel Co Ltd,2020,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2021,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2022,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2023,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2024,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2025,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2026,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2027,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2028,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2029,0.0,0.0
JiLin Province Xinda Steel Co Ltd,2030,0.0,0.0
Jianglong Acheng Iron & Steel Co Ltd,2020,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2021,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2022,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2023,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2024,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2025,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2026,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2027,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2028,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2029,1312.0,2755.2000000000003
Jianglong Acheng Iron & Steel Co Ltd,2030,1312.0,2755.2000000000003
Jiangsu Changqiang Iron & Steel Co Ltd,2020,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2021,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2022,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2023,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2024,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2025,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2026,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2027,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2028,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2029,1640.0,3444.0
Jiangsu Changqiang Iron & Steel Co Ltd,2030,1640.0,3444.0
Jiangsu Delong Nickel Industry Co Ltd,2020,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2021,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2022,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2023,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2024,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2025,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2026,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2027,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2028,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2029,985.5,492.75
Jiangsu Delong Nickel Industry Co Ltd,2030,985.5,492.75
Jiangsu HONGTAI Metals Ware Co Ltd,2020,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2021,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2022,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2023,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2024,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2025,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2026,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2027,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2028,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2029,1150.48,575.24
Jiangsu HONGTAI Metals Ware Co Ltd,2030,1150.48,575.24
Jiangsu Province Binxin Steel Group Co Ltd,2020,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2021,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2022,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2023,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2024,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2025,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2026,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2027,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2028,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2029,1845.0,3874.5
Jiangsu Province Binxin Steel Group Co Ltd,2030,1845.0,3874.5
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2020,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2021,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2022,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2023,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2024,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2025,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2026,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2027,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2028,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2029,2225.48,4673.508
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,2030,2225.48,4673.508
Jiangsu Xusteel Group Co Ltd,2020,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2021,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2022,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2023,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2024,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2025,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2026,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2027,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2028,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2029,2501.0,5252.1
Jiangsu Xusteel Group Co Ltd,2030,2501.0,5252.1
Jiangxi Taixin Iron & Steel Co Ltd,2020,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2021,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2022,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2023,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2024,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2025,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2026,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2027,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2028,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2029,730.0,365.0
Jiangxi Taixin Iron & Steel Co Ltd,2030,730.0,365.0
Jiangyin Huaxi Steel Co Ltd,2020,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2021,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2022,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2023,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2024,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2025,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2026,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2027,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2028,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2029,1230.0,2583.0
Jiangyin Huaxi Steel Co Ltd,2030,1230.0,2583.0
Jiangyin Xicheng Steel Co Ltd,2020,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2021,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2022,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2023,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2024,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2025,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2026,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2027,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2028,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2029,525.6,262.8
Jiangyin Xicheng Steel Co Ltd,2030,525.6,262.8
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2020,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2021,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2022,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2023,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2024,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2025,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2026,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2027,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2028,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2029,4838.0,10159.800000000001
Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,2030,4838.0,10159.800000000001
Jianlong Beiman SPECIAL Steel Co Ltd,2020,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2021,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2022,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2023,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2024,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2025,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2026,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2027,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2028,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2029,2107.4,4425.54
Jianlong Beiman SPECIAL Steel Co Ltd,2030,2107.4,4425.54
Jianlong Xilin Iron and Steel Co Ltd,2020,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2021,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2022,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2023,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2024,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2025,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2026,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2027,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2028,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2029,3444.0,7232.400000000001
Jianlong Xilin Iron and Steel Co Ltd,2030,3444.0,7232.400000000001
Jilin Jianlong Steel Co Ltd,2020,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2021,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2022,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2023,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2024,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2025,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2026,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2027,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2028,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2029,2214.0,4649.400000000001
Jilin Jianlong Steel Co Ltd,2030,2214.0,4649.400000000001
Jilin Jingang Lron and Steel Co Ltd,2020,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2021,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2022,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2023,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2024,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2025,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2026,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2027,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2028,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2029,1230.0,2583.0
Jilin Jingang Lron and Steel Co Ltd,2030,1230.0,2583.0
Jilinheng Precision Casting Technology Co Ltd,2020,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2021,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2022,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2023,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2024,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2025,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2026,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2027,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2028,902.0,1894.2
Jilinheng Precision Casting Technology Co Ltd,2029,902.0,1894.2
